"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"R_HMB 133_134_135","$208,000","04/02/2009","2009","74.29%","Conventional","$5,644","480","Orange","36071","1 Family","Condominium","New","7"
"R_HMB 140_141_142","$101,600","04/02/2009","2009","80%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"R_HMB_Series 62","$67,500","04/02/2009","2009","90%","Conventional",,"360","Monroe","36055","1 Family","Condominium","Existing","1"
"R_SERIES 82_83","$82,450","04/02/2009","2009","97%","Conventional",,"480","Otsego","36077","1 Family","Manufactured","Existing","1"
"R_HMB 120_121_122","$48,888","04/02/2009","2009","97%","Conventional","$3,000","360","Chemung","36015","1 Family","Detached","Existing","1"
"R_HMB 48_49","$43,650","04/02/2009","2009","97%","Conventional","$3,000","360","Chemung","36015","1 Family","Detached","Existing","2"
"R_HMB 90_91_92_93","$71,430","03/26/2009","2009","95%","Conventional","$2,927","360","Madison","36053","1 Family","Detached","Existing","1"
"R_HMB 29_30","$162,350","03/26/2009","2009","96.99%","Conventional","$6,579","360","Monroe","36055","1 Family","Detached","New","3"
"R_HMB 120_121_122","$42,954","03/26/2009","2009","56.38%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","4"
"R_HMB EE_FF_GG_HH","$188,909","03/26/2009","2009","56.5%","Conventional","$9,315","360","Bronx","36005","1 Family","Condominium","New","1"
"R_HMB _Series 158/159","$221,000","03/26/2009","2009","69.06%","Conventional","$9,064","480","Orange","36071","1 Family","Condominium","New","7"
"R_HMB 111_112","$148,085","03/26/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"R_HMB 120_121_122","$28,865","03/26/2009","2009","95%","Conventional","$3,000","360","Chautauqua","36013","1 Family","Detached","Existing","2"
"R_HMB 94_95_96","$237,150","03/26/2009","2009","76.5%","Conventional",,"360","Bronx","36005","1 Family","Condominium","New","2"
"R_HMB 111_112","$327,500","03/26/2009","2009","79.88%","Conventional",,"480","Nassau","36059","1 Family","Detached","Existing","1"
"R_HMB 35_36_37_38_39","$108,300","03/26/2009","2009","88.77%","Conventional",,"480","Westchester","36119","1 Family","Cooperative","Existing","2"
"R_HMB 40_41","$138,500","03/26/2009","2009","89.35%","Conventional","$4,155","480","Ulster","36111","1 Family","Detached","Existing","1"
"R_HMB 120_121_122","$49,700","03/19/2009","2009","95.58%","Conventional","$2,091","360","Monroe","36055","1 Family","Detached","Existing","4"
"R_HMB VV","$169,750","03/19/2009","2009","97%","Conventional","$5,093","360","Orange","36071","1 Family","Detached","Existing","3"
"R_HMB 35_36_37_38_39","$55,526","03/19/2009","2009","57.96%","Conventional","$1,650","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"R_HMB 120_121_122","$37,376","03/19/2009","2009","57.5%","Conventional","$1,993","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"R_HMB 120_121_122","$57,749","03/19/2009","2009","56.17%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"R_HMB 120_121_122","$37,649","03/19/2009","2009","48.66%","Conventional","$1,707","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"R_HMB 127_128_129","$118,200","03/19/2009","2009","78.8%","Conventional","$3,319","480","Tompkins","36109","1 Family","Detached","New","5"
"R_HMB 90_91_92_93","$150,000","03/19/2009","2009","78.95%","Conventional","$4,500","480","Suffolk","36103","1 Family","Detached","Existing","2"
"R_ HMB 97_98_99_100","$292,050","03/19/2009","2009","89.86%","Conventional","$11,987","480","Suffolk","36103","1 Family","Detached","Existing","6"
"R_HMB 58_59","$414,000","03/19/2009","2009","90%","Conventional",,"360","Queens","36081","2 Family","Detached","Existing","4"
"R_HMB 127_128_129","$113,500","03/19/2009","2009","91.9%","Conventional","$5,675","360","Oneida","36065","1 Family","Detached","Existing","2"
"R_HMB 145_146_147","$359,000","03/19/2009","2009","92.05%","Conventional","$14,544","480","Kings","36047","2 Family","Detached","Existing","1"
"R_HMB 120_121_122","$46,450","03/19/2009","2009","96.97%","Conventional","$5,000","360","Chenango","36017","1 Family","Detached","Existing","3"
"Series 160/161/162","$188,000","03/12/2009","2009","96.41%","Conventional","$3,889","480","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 160/161/162","$280,000","03/12/2009","2009","96.89%","Conventional","$8,400","360","Suffolk","36103","1 Family","Detached","Existing","1"
"R_HMB 127_128_129","$111,000","03/12/2009","2009","89.52%","Conventional",,"360","Rockland","36087","1 Family","Cooperative","Existing","1"
"R_SERIES 82_83","$83,000","03/12/2009","2009","75.45%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Existing","1"
"R_HMB 90_91_92_93","$160,800","03/12/2009","2009","94.59%","Conventional","$4,824","360","Ulster","36111","1 Family","Detached","Existing","1"
"R_HMB 127_128_129","$120,765","03/12/2009","2009","91.49%","Conventional","$3,623","480","Ulster","36111","1 Family","Detached","Existing","5"
"Series 160/161/162","$384,750","03/12/2009","2009","95%","Conventional","$6,237","360","Bronx","36005","1 Family","Condominium","New","5"
"R_HMB 130_131_132","$185,000","03/12/2009","2009","58.73%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","2"
"R_HMB 35_36_37_38_39","$100,000","03/12/2009","2009","71.43%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","4"
"R_HMB 29_30","$359,300","03/12/2009","2009","94.99%","Conventional","$16,853","480","Kings","36047","1 Family","Detached","Existing","2"
"Series 160/161/162","$38,197","03/05/2009","2009","49.01%","Conventional","$1,572","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$224,000","03/05/2009","2009","95.32%","Conventional","$6,720","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 160/161/162","$67,900","03/05/2009","2009","97%","Conventional","$3,833","360","Erie","36029","1 Family","Condominium","Existing","1"
"Series 160/161/162","$242,500","03/05/2009","2009","97%","Conventional","$11,978","480","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 160/161/162","$64,674","03/05/2009","2009","23.22%","Conventional","$2,159","360","Kings","36047","1 Family","Cooperative","New","3"
"Series 160/161/162","$105,500","03/05/2009","2009","41.11%","Conventional","$3,880","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$124,548","03/05/2009","2009","45.26%","Conventional","$4,394","360","Kings","36047","1 Family","Cooperative","New","3"
"Series 160/161/162","$115,915","03/05/2009","2009","97%","Conventional","$5,796","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$48,500","03/05/2009","2009","97%","Conventional","$3,000","360","Onondaga","36067","1 Family","Detached","Existing","2"
"Series 160/161/162","$285,000","03/05/2009","2009","95%","Conventional","$14,250","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 160/161/162","$71,880","03/05/2009","2009","70.83%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","3"
"Series 160/161/162","$228,000","03/05/2009","2009","80%","Conventional","$6,840","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 160/161/162","$132,000","03/05/2009","2009","85.99%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","2"
"Series 160/161/162","$135,000","03/05/2009","2009","90%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$176,000","03/05/2009","2009","91.67%","Conventional","$5,280","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$68,900","03/05/2009","2009","91.99%","Conventional","$3,000","360","Seneca","36099","1 Family","Detached","Existing","3"
"Series 160/161/162","$335,000","03/05/2009","2009","93.06%","Conventional","$10,050","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 160/161/162","$249,000","03/05/2009","2009","93.96%","Conventional","$7,470","360","Suffolk","36103","1 Family","Condominium","Existing","5"
"Series 160/161/162","$348,500","03/05/2009","2009","94.83%","Conventional","$17,425","480","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$43,650","02/26/2009","2009","97%","Conventional","$3,000","360","Chemung","36015","1 Family","Detached","Existing","1"
"Series 160/161/162","$40,867","02/26/2009","2009","40.92%","Conventional","$1,658","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$115,260","02/26/2009","2009","42.67%","Conventional","$4,077","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$37,376","02/26/2009","2009","48.48%","Conventional","$2,100","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$110,000","02/26/2009","2009","52.38%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$56,619","02/26/2009","2009","58.41%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","3"
"Series 160/161/162","$57,100","02/26/2009","2009","63.44%","Conventional","$1,207","480","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 160/161/162","$135,000","02/26/2009","2009","68.88%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$155,900","02/26/2009","2009","75.85%","Conventional","$7,795","360","Suffolk","36103","1 Family","Detached","New","4"
"Series 160/161/162","$140,455","02/26/2009","2009","77.6%","Conventional","$3,936","360","Bronx","36005","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$356,250","02/26/2009","2009","78.3%","Conventional","$13,287","360","Queens","36081","2 Family","Attached","Existing","1"
"Series 160/161/162","$98,750","02/26/2009","2009","79%","Conventional",,"360","Tompkins","36109","1 Family","Detached","Existing","2"
"Series 160/161/162","$88,160","02/26/2009","2009","80%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$92,800","02/26/2009","2009","80%","Conventional","$4,531","360","Tompkins","36109","1 Family","Detached","New","3"
"Series 160/161/162","$159,000","02/26/2009","2009","82.37%","Conventional","$7,585","480","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$38,500","02/26/2009","2009","83.7%","Conventional","$3,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$69,470","02/26/2009","2009","86.98%","Conventional","$1,895","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","3"
"Series 160/161/162","$222,000","02/26/2009","2009","88.8%","Conventional","$6,660","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 160/161/162","$86,933","02/26/2009","2009","88.82%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$288,100","02/26/2009","2009","90.03%","Conventional","$11,630","480","Queens","36081","1 Family","Attached","Existing","3"
"Series 160/161/162","$191,000","02/26/2009","2009","91.83%","Conventional","$4,315","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 160/161/162","$66,500","02/26/2009","2009","95%","Conventional","$4,459","360","Oswego","36075","1 Family","Detached","Existing","1"
"Series 160/161/162","$257,050","02/26/2009","2009","97%","Conventional",,"480","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$60,140","02/26/2009","2009","97%","Conventional","$2,511","360","Wyoming","36121","1 Family","Detached","Existing","1"
"Series 160/161/162","$77,000","02/19/2009","2009","53.1%","Conventional","$5,000","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 160/161/162","$173,480","02/19/2009","2009","59.08%","Conventional","$6,760","360","Bronx","36005","1 Family","Condominium","New","1"
"Series 160/161/162","$63,555","02/19/2009","2009","76.84%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$140,000","02/19/2009","2009","77.78%","Conventional",,"480","Rockland","36087","1 Family","Condominium","Existing","1"
"Series 160/161/162","$137,600","02/19/2009","2009","80%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$128,000","02/19/2009","2009","80%","Conventional","$3,384","360","New York","36061","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$104,000","02/19/2009","2009","80%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 160/161/162","$232,000","02/19/2009","2009","80%","Conventional","$10,754","360","Rockland","36087","1 Family","Condominium","New","7"
"Series 160/161/162","$56,997","02/19/2009","2009","85.06%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$162,000","02/19/2009","2009","90.1%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","6"
"Series 160/161/162","$90,000","02/19/2009","2009","96.98%","Conventional","$3,376","360","Wyoming","36121","1 Family","Detached","Existing","2"
"Series 160/161/162","$257,000","02/19/2009","2009","96.98%","Conventional","$12,850","480","Rockland","36087","1 Family","Attached","New","2"
"Series 160/161/162","$196,900","02/19/2009","2009","97%","Conventional","$5,903","360","Bronx","36005","1 Family","Condominium","New","2"
"Series 160/161/162","$29,100","02/19/2009","2009","97%","Conventional","$3,804","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 160/161/162","$189,150","02/19/2009","2009","97%","Conventional","$7,840","360","Tompkins","36109","1 Family","Detached","New","1"
"Series 160/161/162","$65,960","02/19/2009","2009","97%","Conventional","$5,000","360","Herkimer","36043","1 Family","Detached","Existing","2"
"Series 160/161/162","$102,884","02/19/2009","2009","47.61%","Conventional","$3,939","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$34,398","02/19/2009","2009","46.47%","Conventional","$1,984","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$102,032","02/19/2009","2009","40.56%","Conventional","$2,082","360","Kings","36047","1 Family","Cooperative","New","2"
"Series 160/161/162","$83,787","02/19/2009","2009","27.93%","Conventional","$5,000","360","Kings","36047","1 Family","Condominium","New","3"
"Series 160/161/162","$145,960","02/12/2009","2009","79.76%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$41,929","02/12/2009","2009","40.95%","Conventional","$1,856","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$31,098","02/12/2009","2009","44.04%","Conventional","$1,405","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$65,007","02/12/2009","2009","48.15%","Conventional",,"360","Bronx","36005","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$147,500","02/12/2009","2009","54.23%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 160/161/162","$41,500","02/12/2009","2009","59.29%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$58,954","02/12/2009","2009","59.35%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$50,000","02/12/2009","2009","64.3%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","3"
"Series 160/161/162","$217,000","02/12/2009","2009","66.36%","Conventional","$10,850","480","Richmond","36085","1 Family","Condominium","Rehabilitation","4"
"Series 160/161/162","$326,750","02/12/2009","2009","70.01%","Conventional",,"360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 160/161/162","$132,000","02/12/2009","2009","75%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","6"
"Series 160/161/162","$141,520","02/12/2009","2009","79.73%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$206,012","02/12/2009","2009","80%","Conventional",,"360","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$35,075","02/12/2009","2009","82.53%","Conventional","$5,000","360","Erie","36029","2 Family","Detached","Existing","2"
"Series 160/161/162","$93,400","02/12/2009","2009","84.99%","Conventional","$5,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$63,479","02/12/2009","2009","86.14%","Conventional","$2,055","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$98,784","02/12/2009","2009","88.2%","Conventional","$4,033","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$121,995","02/12/2009","2009","89.05%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$176,000","02/12/2009","2009","89.62%","Conventional","$7,665","480","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$162,000","02/12/2009","2009","90%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$210,970","02/12/2009","2009","90%","Conventional","$9,376","360","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$175,500","02/12/2009","2009","90%","Conventional",,"360","Bronx","36005","1 Family","Condominium","Existing","2"
"Series 160/161/162","$73,000","02/12/2009","2009","93.59%","Conventional","$4,851","480","Livingston","36051","1 Family","Detached","Existing","2"
"Series 160/161/162","$83,000","02/12/2009","2009","94.32%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$142,500","02/12/2009","2009","95%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","2"
"Series 160/161/162","$68,115","02/12/2009","2009","95%","Conventional","$3,613","360","Onondaga","36067","1 Family","Detached","Existing","2"
"Series 160/161/162","$47,500","02/12/2009","2009","95%","Conventional","$5,000","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$339,500","02/12/2009","2009","96.91%","Conventional","$13,486","360","Richmond","36085","1 Family","Detached","New","3"
"Series 160/161/162","$50,900","02/12/2009","2009","96.95%","Conventional","$3,000","360","Niagara","36063","1 Family","Detached","Existing","2"
"Series 160/161/162","$234,740","02/12/2009","2009","97%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 160/161/162","$92,150","02/12/2009","2009","97%","Conventional","$5,000","360","Otsego","36077","1 Family","Detached","Existing","2"
"Series 160/161/162","$77,503","02/12/2009","2009","97%","Conventional",,"360","Ontario","36069","1 Family","Detached","Existing","2"
"Series 160/161/162","$67,706","02/12/2009","2009","97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$65,621","02/12/2009","2009","97%","Conventional","$5,000","360","Otsego","36077","1 Family","Detached","Rehabilitation","1"
"Series 160/161/162","$63,050","02/12/2009","2009","97%","Conventional","$4,672","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$43,650","02/12/2009","2009","97%","Conventional","$4,193","360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 160/161/162","$106,650","02/05/2009","2009","89.25%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$163,800","02/05/2009","2009","90%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$126,000","02/05/2009","2009","90%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$212,000","02/05/2009","2009","90.21%","Conventional","$10,600","360","Suffolk","36103","1 Family","Not Available","Existing","1"
"Series 160/161/162","$237,000","02/05/2009","2009","94.8%","Conventional","$11,194","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$46,550","02/05/2009","2009","95%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$242,000","02/05/2009","2009","96.8%","Conventional","$9,848","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$147,900","02/05/2009","2009","96.98%","Conventional","$4,437","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$90,821","02/05/2009","2009","97%","Conventional","$5,000","360","Onondaga","36067","2 Family","Detached","Rehabilitation","1"
"Series 160/161/162","$33,950","02/05/2009","2009","97%","Conventional","$4,231","360","Chautauqua","36013","2 Family","Detached","Existing","2"
"Series 160/161/162","$67,900","02/05/2009","2009","97%","Conventional","$4,540","360","Chemung","36015","1 Family","Detached","Existing","2"
"Series 160/161/162","$53,350","02/05/2009","2009","97%","Conventional","$4,652","360","Genesee","36037","1 Family","Detached","Existing","1"
"Series 160/161/162","$206,600","02/05/2009","2009","66.65%","Conventional","$10,330","480","Nassau","36059","1 Family","Detached","Existing","4"
"Series 160/161/162","$55,893","02/05/2009","2009","69.98%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$215,000","02/05/2009","2009","70.49%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$75,000","02/05/2009","2009","71.43%","Conventional","$2,022","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$226,000","02/05/2009","2009","71.52%","Conventional","$10,183","480","Suffolk","36103","1 Family","Condominium","New","2"
"Series 160/161/162","$60,800","02/05/2009","2009","78.45%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$200,000","02/05/2009","2009","79.37%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$200,000","02/05/2009","2009","80%","Conventional",,"360","New York","36061","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$87,200","02/05/2009","2009","80%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$277,600","02/05/2009","2009","80%","Conventional","$12,483","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$155,000","02/05/2009","2009","54.39%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","2"
"Series 160/161/162","$255,000","02/05/2009","2009","82.26%","Conventional","$7,650","480","Orange","36071","1 Family","Detached","Existing","1"
"Series 160/161/162","$64,600","02/05/2009","2009","83.9%","Conventional",,"360","Orange","36071","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$136,000","02/05/2009","2009","85.72%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","4"
"Series 160/161/162","$68,290","02/05/2009","2009","86.83%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$77,425","02/05/2009","2009","87.92%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","4"
"Series 160/161/162","$95,527","02/05/2009","2009","45.63%","Conventional","$3,671","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$112,475","02/05/2009","2009","45.63%","Conventional","$3,896","360","Kings","36047","1 Family","Cooperative","New","2"
"Series 160/161/162","$117,097","02/05/2009","2009","45.63%","Conventional","$3,767","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$136,831","02/05/2009","2009","43.11%","Conventional","$4,380","360","Kings","36047","1 Family","Cooperative","New","3"
"Series 160/161/162","$271,600","01/29/2009","2009","97%","Conventional","$9,822","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 160/161/162","$193,030","01/29/2009","2009","97%","Conventional","$5,791","480","Orange","36071","1 Family","Detached","Existing","5"
"Series 160/161/162","$151,077","01/29/2009","2009","97%","Conventional",,"360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 160/161/162","$116,400","01/29/2009","2009","97%","Conventional","$3,492","360","Erie","36029","1 Family","Detached","Existing","3"
"Series 160/161/162","$109,125","01/29/2009","2009","97%","Conventional","$5,456","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 160/161/162","$104,073","01/29/2009","2009","97%","Conventional","$5,204","360","Broome","36007","1 Family","Detached","Rehabilitation","1"
"Series 160/161/162","$59,849","01/29/2009","2009","97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$51,410","01/29/2009","2009","97%","Conventional",,"360","Otsego","36077","1 Family","Detached","Existing","4"
"Series 160/161/162","$48,500","01/29/2009","2009","97%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$47,530","01/29/2009","2009","97%","Conventional","$4,623","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$112,520","01/29/2009","2009","97%","Conventional","$5,626","360","Erie","36029","1 Family","Attached","Existing","1"
"Series 160/161/162","$83,905","01/29/2009","2009","97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$90,000","01/29/2009","2009","32.11%","Conventional","$4,373","360","Kings","36047","1 Family","Cooperative","New","3"
"Series 160/161/162","$92,843","01/29/2009","2009","44.35%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","1"
"Series 160/161/162","$65,160","01/29/2009","2009","61.63%","Conventional","$2,062","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$62,254","01/29/2009","2009","62.67%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$68,277","01/29/2009","2009","66.43%","Conventional","$2,664","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$55,727","01/29/2009","2009","69.9%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$148,085","01/29/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$46,827","01/29/2009","2009","72.57%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$381,448","01/29/2009","2009","72.59%","Conventional","$18,002","360","Kings","36047","2 Family","Attached","Existing","4"
"Series 160/161/162","$218,300","01/29/2009","2009","74%","Conventional",,"360","Bronx","36005","1 Family","Condominium","New","3"
"Series 160/161/162","$63,000","01/29/2009","2009","74.12%","Conventional","$4,714","360","Broome","36007","1 Family","Detached","Existing","4"
"Series 160/161/162","$60,056","01/29/2009","2009","75.97%","Conventional","$1,711","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$66,000","01/29/2009","2009","76.74%","Conventional",,"360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$112,998","01/29/2009","2009","79.58%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$121,480","01/29/2009","2009","79.66%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$96,000","01/29/2009","2009","80%","Conventional","$5,000","360","Ulster","36111","1 Family","Attached","Existing","3"
"Series 160/161/162","$81,249","01/29/2009","2009","83.62%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","2"
"Series 160/161/162","$50,577","01/29/2009","2009","83.75%","Conventional","$2,195","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$194,000","01/29/2009","2009","86.22%","Conventional","$8,366","480","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 160/161/162","$160,000","01/29/2009","2009","86.49%","Conventional","$6,865","360","Wayne","36117","1 Family","Detached","New","4"
"Series 160/161/162","$378,280","01/29/2009","2009","89.22%","Conventional","$10,454","360","Bronx","36005","2 Family","Detached","Existing","6"
"Series 160/161/162","$107,187","01/29/2009","2009","89.32%","Conventional","$5,062","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 160/161/162","$194,000","01/29/2009","2009","89.81%","Conventional","$8,736","360","Bronx","36005","1 Family","Condominium","New","1"
"Series 160/161/162","$359,000","01/29/2009","2009","89.97%","Conventional","$17,950","360","Queens","36081","2 Family","Attached","New","2"
"Series 160/161/162","$180,901","01/29/2009","2009","90%","Conventional",,"360","Kings","36047","1 Family","Condominium","Rehabilitation","4"
"Series 160/161/162","$265,500","01/29/2009","2009","90%","Conventional",,"480","Queens","36081","1 Family","Attached","Existing","4"
"Series 160/161/162","$250,000","01/29/2009","2009","92.94%","Conventional","$9,099","480","Sullivan","36105","1 Family","Detached","Existing","3"
