"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"49th/50th Series","$211,500","06/13/2013","2013","89.62%","Conventional","$7,050","360","Suffolk","36103","1 Family","Detached","Existing","3"
"49th/50th Series","$86,815","06/13/2013","2013","89.99%","Conventional","$2,760","360","Sullivan","36105","1 Family","Detached","Rehabilitation","3"
"49th/50th Series","$237,150","06/13/2013","2013","90%","Conventional","$7,905","360","Suffolk","36103","1 Family","Detached","Existing","2"
"49th/50th Series","$153,350","06/13/2013","2013","92.94%","Conventional",,"360","Dutchess","36027","1 Family","Detached","Existing","4"
"49th/50th Series","$70,950","06/13/2013","2013","94.6%","Conventional",,"360","Erie","36029","1 Family","Detached","Existing","1"
"49th/50th Series","$87,400","06/13/2013","2013","95%","Conventional",,"360","Chautauqua","36013","1 Family","Detached","Existing","3"
"49th/50th Series","$218,294","06/13/2013","2013","95.62%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Rehabilitation","2"
"49th/50th Series","$209,127","06/13/2013","2013","96.37%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","2"
"49th/50th Series","$87,700","06/13/2013","2013","96.91%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"49th/50th Series","$61,100","06/13/2013","2013","96.98%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"49th/50th Series","$157,500","06/06/2013","2013","35.88%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","2"
"49th/50th Series","$205,924","06/06/2013","2013","58.84%","Conventional","$12,865","360","Kings","36047","1 Family","Condominium","Rehabilitation","3"
"49th/50th Series","$217,160","06/06/2013","2013","60.32%","Conventional",,"360","Queens","36081","2 Family","Attached","Existing","1"
"49th/50th Series","$246,000","06/06/2013","2013","62.84%","Conventional","$11,743","360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$234,000","06/06/2013","2013","63.76%","Conventional","$11,173","360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$234,000","06/06/2013","2013","63.93%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$234,000","06/06/2013","2013","64.29%","Conventional","$11,173","360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$173,226","06/06/2013","2013","66.63%","Conventional",,"360","Queens","36081","1 Family","Detached","Existing","4"
"49th/50th Series","$80,000","06/06/2013","2013","66.67%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"49th/50th Series","$200,000","06/06/2013","2013","66.67%","Conventional",,"360","Bronx","36005","1 Family","Detached","Existing","1"
"49th/50th Series","$94,500","06/06/2013","2013","70%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"49th/50th Series","$189,000","06/06/2013","2013","70%","Conventional",,"360","Ulster","36111","1 Family","Detached","Existing","1"
"49th/50th Series","$199,550","06/06/2013","2013","71.27%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","1"
"49th/50th Series","$161,500","06/06/2013","2013","73.41%","Conventional","$6,600","360","Suffolk","36103","1 Family","Condominium","New","1"
"49th/50th Series","$254,975","06/06/2013","2013","73.91%","Conventional",,"360","Kings","36047","1 Family","Attached","Existing","2"
"49th/50th Series","$329,800","06/06/2013","2013","76.7%","Conventional","$10,200","360","Queens","36081","2 Family","Attached","Existing","4"
"49th/50th Series","$232,000","06/06/2013","2013","80%","Conventional","$10,725","360","Kings","36047","1 Family","Cooperative","New","1"
"49th/50th Series","$239,200","06/06/2013","2013","80%","Conventional",,"360","Kings","36047","1 Family","Condominium","Rehabilitation","2"
"49th/50th Series","$172,000","06/06/2013","2013","80%","Conventional","$6,450","360","Suffolk","36103","1 Family","Condominium","New","1"
"49th/50th Series","$72,000","06/06/2013","2013","80%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"49th/50th Series","$43,600","06/06/2013","2013","80%","Conventional",,"360","Albany","36001","1 Family","Detached","Existing","1"
"49th/50th Series","$133,600","06/06/2013","2013","80%","Conventional",,"360","Ulster","36111","1 Family","Attached","Existing","1"
"49th/50th Series","$231,600","06/06/2013","2013","85.78%","Conventional",,"360","Richmond","36085","2 Family","Attached","Rehabilitation","3"
"49th/50th Series","$85,410","06/06/2013","2013","90%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"49th/50th Series","$252,000","06/06/2013","2013","90%","Conventional","$8,400","360","Rockland","36087","1 Family","Condominium","New","8"
"49th/50th Series","$274,500","06/06/2013","2013","90%","Conventional","$9,150","360","Nassau","36059","1 Family","Detached","Existing","2"
"49th/50th Series","$411,463","06/06/2013","2013","91.44%","Conventional",,"360","Queens","36081","1 Family","Detached","New","4"
"49th/50th Series","$320,294","06/06/2013","2013","93.38%","Conventional","$10,290","360","Kings","36047","1 Family","Attached","Existing","3"
"49th/50th Series","$90,200","06/06/2013","2013","94.95%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","2"
"49th/50th Series","$150,100","06/06/2013","2013","95%","Conventional",,"360","Saratoga","36091","1 Family","Detached","Existing","1"
"49th/50th Series","$281,000","06/06/2013","2013","95.25%","Conventional","$8,850","360","Bronx","36005","1 Family","Attached","Existing","7"
"49th/50th Series","$82,300","06/06/2013","2013","96.94%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","5"
"49th/50th Series","$113,490","06/06/2013","2013","97%","Conventional",,"360","Bronx","36005","1 Family","Condominium","Existing","1"
"49th/50th Series","$87,300","06/06/2013","2013","97%","Conventional","$3,000","360","Monroe","36055","2 Family","Detached","Existing","1"
"49th/50th Series","$396,245","06/06/2013","2013","97%","Conventional",,"360","Richmond","36085","1 Family","Detached","New","1"
"49th/50th Series","$324,950","06/06/2013","2013","97%","Conventional","$10,050","360","Suffolk","36103","1 Family","Detached","Existing","1"
"49th/50th Series","$310,400","06/06/2013","2013","97%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","2"
"49th/50th Series","$266,750","06/06/2013","2013","97%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","1"
"49th/50th Series","$260,930","06/06/2013","2013","97%","Conventional",,"360","Orange","36071","1 Family","Detached","Existing","2"
"49th/50th Series","$189,683","06/06/2013","2013","97%","Conventional","$5,866","360","Ulster","36111","1 Family","Detached","Existing","1"
"49th/50th Series","$129,150","05/30/2013","2013","43.27%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","3"
"49th/50th Series","$57,656","05/30/2013","2013","48.05%","Conventional","$3,600","360","Suffolk","36103","1 Family","Detached","Rehabilitation","4"
"49th/50th Series","$109,000","05/30/2013","2013","58.92%","Conventional","$5,550","360","Queens","36081","1 Family","Cooperative","Existing","4"
"49th/50th Series","$160,000","05/30/2013","2013","65.84%","Conventional","$5,100","480","Bronx","36005","1 Family","Cooperative","New","3"
"49th/50th Series","$167,240","05/30/2013","2013","69.68%","Conventional","$13,119","360","Bronx","36005","1 Family","Cooperative","New","1"
"49th/50th Series","$166,600","05/30/2013","2013","72.43%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"49th/50th Series","$190,000","05/30/2013","2013","73.08%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","3"
"49th/50th Series","$278,900","05/30/2013","2013","75.38%","Conventional","$11,100","360","Nassau","36059","1 Family","Detached","Existing","1"
"49th/50th Series","$261,000","05/30/2013","2013","75.43%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","3"
"49th/50th Series","$135,900","05/30/2013","2013","79.47%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","1"
"49th/50th Series","$48,000","05/30/2013","2013","80%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Existing","1"
"49th/50th Series","$234,400","05/30/2013","2013","80%","Conventional","$8,790","360","Suffolk","36103","1 Family","Detached","Existing","1"
"49th/50th Series","$208,000","05/30/2013","2013","80%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","1"
"49th/50th Series","$125,600","05/30/2013","2013","80%","Conventional","$4,710","360","Saratoga","36091","1 Family","Detached","Existing","3"
"49th/50th Series","$210,000","05/30/2013","2013","84%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"49th/50th Series","$182,000","05/30/2013","2013","88.78%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","5"
"49th/50th Series","$124,900","05/30/2013","2013","89.21%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","3"
"49th/50th Series","$208,000","05/30/2013","2013","89.66%","Conventional","$6,960","360","Suffolk","36103","1 Family","Detached","Existing","2"
"49th/50th Series","$161,100","05/30/2013","2013","90%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","2"
"49th/50th Series","$235,100","05/30/2013","2013","91.12%","Conventional",,"360","Queens","36081","1 Family","Detached","Existing","3"
"49th/50th Series","$166,250","05/30/2013","2013","95%","Conventional",,"360","Dutchess","36027","1 Family","Detached","Existing","2"
"49th/50th Series","$56,987","05/30/2013","2013","96.59%","Conventional","$3,000","360","Oneida","36065","1 Family","Detached","Existing","3"
"49th/50th Series","$187,000","05/30/2013","2013","96.89%","Conventional",,"360","Albany","36001","2 Family","Detached","Existing","1"
"49th/50th Series","$257,050","05/30/2013","2013","97%","Conventional","$7,950","360","Westchester","36119","1 Family","Detached","Existing","6"
"49th/50th Series","$249,775","05/30/2013","2013","97%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","2"
"49th/50th Series","$82,450","05/30/2013","2013","97%","Conventional","$3,000","360","Onondaga","36067","1 Family","Detached","Existing","1"
"49th/50th Series","$74,593","05/30/2013","2013","97%","Conventional","$3,000","360","Chemung","36015","1 Family","Detached","Existing","1"
"49th/50th Series","$180,500","05/23/2013","2013","50.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","3"
"49th/50th Series","$180,500","05/23/2013","2013","50.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"49th/50th Series","$180,500","05/23/2013","2013","50.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"49th/50th Series","$180,500","05/23/2013","2013","50.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","2"
"49th/50th Series","$180,500","05/23/2013","2013","50.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","2"
"49th/50th Series","$190,000","05/23/2013","2013","53.63%","Conventional",,"360","Kings","36047","1 Family","Attached","New","4"
"49th/50th Series","$153,347","05/23/2013","2013","53.81%","Conventional","$14,952","360","Kings","36047","1 Family","Condominium","Rehabilitation","3"
"49th/50th Series","$100,000","05/23/2013","2013","54.05%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","New","2"
"49th/50th Series","$180,500","05/23/2013","2013","55.54%","Conventional",,"360","Kings","36047","1 Family","Attached","New","2"
"49th/50th Series","$218,500","05/23/2013","2013","56.86%","Conventional",,"360","Kings","36047","1 Family","PUD","New","3"
"49th/50th Series","$218,500","05/23/2013","2013","56.86%","Conventional",,"360","Kings","36047","1 Family","PUD","New","2"
"49th/50th Series","$242,100","05/23/2013","2013","62.31%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$234,000","05/23/2013","2013","62.83%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","2"
"49th/50th Series","$234,000","05/23/2013","2013","64.11%","Conventional","$11,173","360","New York","36061","1 Family","Cooperative","New","1"
"49th/50th Series","$270,000","05/23/2013","2013","65.46%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","2"
"49th/50th Series","$310,400","05/23/2013","2013","68.98%","Conventional",,"360","Queens","36081","2 Family","Attached","Existing","4"
"49th/50th Series","$93,905","05/23/2013","2013","71.24%","Conventional",,"360","Monroe","36055","1 Family","Detached","New","1"
"49th/50th Series","$240,000","05/23/2013","2013","77.42%","Conventional","$9,300","360","Queens","36081","1 Family","Detached","Existing","2"
"49th/50th Series","$140,000","05/23/2013","2013","78.65%","Conventional",,"360","Ulster","36111","1 Family","Detached","Existing","1"
"49th/50th Series","$139,581","05/23/2013","2013","79.31%","Conventional","$10,735","360","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"49th/50th Series","$133,400","05/23/2013","2013","79.99%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"49th/50th Series","$268,000","05/23/2013","2013","80%","Conventional",,"360","Richmond","36085","2 Family","Attached","Existing","1"
"49th/50th Series","$228,000","05/23/2013","2013","80%","Conventional","$8,550","360","Suffolk","36103","1 Family","PUD","Existing","1"
"49th/50th Series","$110,400","05/23/2013","2013","80%","Conventional",,"360","Ulster","36111","1 Family","Detached","Existing","1"
"49th/50th Series","$101,200","05/23/2013","2013","80%","Conventional",,"360","Chautauqua","36013","1 Family","Detached","Existing","1"
"49th/50th Series","$254,150","05/23/2013","2013","85%","Conventional","$8,970","360","Suffolk","36103","1 Family","Detached","Existing","1"
"49th/50th Series","$82,450","05/23/2013","2013","97%","Conventional","$3,000","360","Chautauqua","36013","1 Family","Detached","Existing","2"
"49th/50th Series","$238,000","05/23/2013","2013","88.15%","Conventional","$8,100","480","Westchester","36119","1 Family","Detached","Existing","4"
"49th/50th Series","$126,000","05/23/2013","2013","90%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Rehabilitation","1"
